,tweet,language,topic_name,sub_topic
277,"On the birth anniversary of legendary actor, scriptwriter and producer, Shri #BharatBhushan, revisit the poster of his 1956 popular film Basant Bahar. The film starring Bharat Bhushan &amp; Nimmi bagged the Certificate of Merit for Best Feature Film at the 4th National Film Awards.  https://t.co/aHgFe3qe51",en,Films and OTT,NationalFilmAwards
278,13. Salona 14. Technocraft 15. Trident (great result) 16. Maithan alloys 17. Rama steel 18. Khaitan chemicals 19. Albert David 20. Foods and Inns 21. Faze 3 22. Tatasteel (good but below estimates) 23. Thyrocare 24. Shivalik bimetal 25. Esab 26. Mazda 27. Deep Industry,en,Manufacturing,Steel Manufacturing
279,@KP24 India is as wild as a wounded elephant in their home ground. But England is also a good team as well as. A lot of thanks @KP24 . We always remember you because of your #Ulti_Palti,en,Wildlife and Vegetation,Save Elephants
280,"After approving projects for pollution hotspots along River Ganga, Namami Gange programme focusses on the tributaries of the river ; The National Mission for Clean approves projects worth Rs. 841 crore on tributaries of Ganga in Uttar Pradesh ...  https://t.co/5rTEDvAo2N",en,Wildlife and Vegetation,River Rejuvenation
281,1/ A moment for the archives: @oyorooms becomes the first Indian startup to raise $660 mn capital through a TLB funding &amp; to be independently assessed + rated publicly by @MoodysInvSvc @FitchRatings!   https://t.co/ytGrjpdbXk,en,Economics and Retail,Unicorns
282,"@elonmusk and Tesla, getting into it - the right way. .. #Tesla #India #MFGDinINDIA #manufacturing #manufacturer #manufacturingnews #ElonMusk #ElectricVehicles #IndiaBusiness  https://t.co/tzsrz0ULC4",en,Manufacturing,Make in India
283,Education brings equality - but curret education system brings materialism - #asiademocracy,en,Education,Education System
284,"The most prominent ones are Kotak Mahindra Bank, Bharti Airtel, Tata Motors, Axis Bank, Dr Reddy's Labs, Hero MotoCorp, Larsen &amp; Toubro, Titan Company, ICICI Bank, Maruti Suzuki India, Reliance Industries, BPCL, IndusInd Bank, IOC, Bank of Baroda, Canara Bank, Havells India,  https://t.co/EYxsKbs0vh",in,Manufacturing,Automobile Manufacturing
285,"@drajaykumar_ias @Chokidar_Harry @DefProdnIndia Dear sir, please also bat for manufacturing consumer electronics goods in India so that no Indian is forced to buy Chinese electronics goods",en,Manufacturing,Electronics and electrical manufacturing
286,"Extremely Heartbreaking💔From NIRBHAYA,PRIYANKA REDDY...to MANISHA VALMIKI now😢19 year old girl was brutally raped by 4 men!some humans behave worse than animals! Definitely we need stricter law to stop these crimes🙏 @PMOIndia #Government #RipManisha #JusticeForManishaValmiki  https://t.co/JRN3F4yjhh",en,Journalism & Media,Criminal Journalism
287,kab hoga sir  Group D aur NTPC ka exam 2019 me Apne chunab se pehle lagbhag 1 lakh vacancy nikale  #rrbexamdates  @PMOIndia  @PiyushGoyal  @VivekKu68762685,et,Education,Exams
288,"3/5 ""fossil fuel companies have long employed PR tactics in a bid to control the narrative around climate change""  Why doesn't India have a stronger climate conversation? The answer is not that we don't need one.  The answer is in who controls the media.",en,ENVIRONMENT,Climate Change
289,Don't know whether Journalists are intercepted or not but Rahul Gandhi's speeches are clearly hacked by Pegasus 😂😂😷  #PegasusProject #Pegasus   #PegasusSnoopgate,en,Politics,Pegasus Snooping
290,Pahli baar khushi ho rahi hai BJP ko harte huye dekh kar #BengalElection2021  #COVIDEmergency,hi,Politics,"West Bengal Elections, 2021"
291,A gamechanger for India! TRACK LIVE UPDATES: @isro to launch GSLV-F10/EOS-03 Mission at 0543 Hrs IST today: https://t.co/gEp65Nql5x GSLVF10 EOS03 https://t.co/BtXz8vAWMP,en,Journalism & Media,Print Media & TV
292,🐆#InternationalTigerDay ♥ #tigerday #savetigers 😍 🐆  https://t.co/sr5ReDgash,und,Wildlife and Vegetation,Save Tiger Project
293,Just shouting or normal land line have become a better option than @Vodaphone4 @idea26nov2008 connectivity. Monthly bills are just paid without any service these days #vodafoneindia #Vodafonedown #Vodafone_Idea @TRAI @VodafoneIT @vodafone @PMOIndia,en,Journalism & Media,Social Movements and News
294,"India's education system is a mess. There should be no Government control, no UGC,AICTE let market forces decide @smritiirani @narendramodi",en,Education,Education System
295,Sunne mein aaya hai sidnaaz will perform .. 😭😭😭  Jab jab inhone perform kiya hai by God bestie karayi hai 😭😭 Mai rang sharbaton ka .. Mirchi award wali performance ..  Nhi bhagwan nhi ..#ShehnaazGill  Ab sachhi darr lag rha hai .,hi,Films and OTT,mirchi_awards
296,#debt #NSE #BSE #trading #stocks #stockmarket #FinancialResults #InvestorPresentations #JMCPROJECT - Announcement under Regulation 30 (LODR)-Investor Presentation In terms of Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regu.. https://t.co/pk8fxzt6IH,en,Economics and Retail,SEBI and New margin rules
297,"जल, जंगल एवं जमीन, इन तीन तत्वों के बिना प्रकृति अधूरी है। विश्व प्रकृति संरक्षण दिवस के अवसर पर आइए, हम सब मिलकर प्रकृति एवं पर्यावरण का संतुलन बनाए रखने के लिए विलुप्त होते जीव-जंतु और वनस्पति के संरक्षण का संकल्प लेकर प्रकृति के प्रति अपने दायित्वों का निर्वहन करें।  https://t.co/pgVZrw2aPB",hi,Wildlife and Vegetation,all_conservation
298,CLUB JIVA HAS COME UP WITH NEW TIE UP RESORT  GIR LIONS PAW - GIR NATIONAL PARK  Book your stay with Club Jiva holidays at  https://t.co/KXdSGiOOSg  Experience a holiday like never before  https://t.co/ljTOPZq1Mt,en,Wildlife and Vegetation,Gir National Park
299,"श्री रामनिवास बुद्धनगर को भारत सरकार के पर्यावरण, वन और जलवायु परिवर्तन मंत्रालय के अधीन वन्यजीव अपराध नियंत्रण ब्यूरो(WCCB) का वालंटियर नियुक्त होने पर बिश्नोई समाज की और से हार्दिक बधाई। आशा जिन मामलों में वन विभाग नाकाम रहा है उन्हें ब्यूरो तक पहुंचा कर उचित कानूनी कार्यवाही  https://t.co/t56jkcKD3S",hi,Wildlife and Vegetation,climate change(wildlife)
300,"नेपालको राशी ""वृश्चिक"" रैछ,हिजो वृश्चिक राशीको राशीफल ""स्वास्थ्यमा गडबडी"" लेख्याथ्यो, त्यै भर पो भुकम्प गारैछ !! 😂   https://t.co/RDQDE6PEdY""",ne,Natural Disaster,Earthquake
301,"#ArmyDay : ‘ #Article370  Abrogation A Historic Step,’ Says #IndianArmy Chief Naravane   https://t.co/0cM1RzxJBW",en,Journalism & Media,Policy and Trends
302,"The Food Safety and Standards Authority of India has come out with an online platform for all related companies to help them comply securely. This would be the norm going forward hence, a very important aspect for all firms and individuals working in the Food industry. #fssai  https://t.co/XypIn73nke",en,FOOD,Food security
303,"A shepherd with his flock on the foothills of Nanda Devi  To see the full video, please click on youtube ,...  https://t.co/oU2RFIi0D5",en,Wildlife and Vegetation,Nanda Devi National Park
304,@sardesairajdeep U not tweeted on Kangana when she blocked..by .. tweeter... sorry .mi forgot..u get Padma award .for CHAMCHAGIRI...&amp; Talwechating..of you'r Boss.. your awards not on merit..plz join award wapsi gang... return the awards... enjoy as congras spokesperson,en,Films and OTT,mirchi_awards
305,IPL: New Zealand players got permission to play in IPL  https://t.co/C8IVnntzTm,en,Sports,Indian Premier League (IPL)
306,Gang rape accused should not be hanged instead they should be raped the same way as Nirbhaya was raped and should be murdered😀I call upon all homosexuals to rape all these rapists and uphold the justice😀 #NirbhayaVerdict. Jai Hind.Truth will triumph all 4 rapists will be hanged,en,Journalism & Media,Criminal Journalism
307,"THAT earlier law was just revived in a decision that has broader #firstamendment implications. Iowa won in 8th cir, reviving its original #AgGag law that criminalizes lying in order to gain access to factory farms to expose animal torture.  https://t.co/sMQTS5g4hm",en,Politics,Farmer Agitation
308,Ranthambore National Park Sawai Madhopur Rajasthan India  http://t.co/Y23kEM9t88 via @sharethis,hi,Wildlife and Vegetation,Ranthambore National Park
309,"Sunset in Naliya grassland, the abode of the Great Indian Bustard @…  https://t.co/jqZfeolyt6",en,Wildlife and Vegetation,Save the Great Indian Bustard
310,"Fasten your seatbelts: We’re bringing to you a journey through words like no other, in association with @JaipurLitFest 2021. Ready to travel with #WordsWithWings? Watch this space for more  https://t.co/gYbEcoOTKl",en,Art and Literature,Literature festivals
311,"@bunt711 @MichaelVaughan You can humbly appeal to your board,you cricketers and even icc to decline the amount of money bcci is offering them,hope they hear their fellow ""Englishmen"". About poverty,I think England has more money than india still they have homeless people and people dying of hunger.",en,FOOD,Food security
312,"The seizure of Herat marks the biggest prize yet for the #Taliban, who have taken 11 of Afghanistan’s 34 provincial capitals as part of a weeklong blitz https://t.co/NXiBS2yg94",en,Journalism & Media,Print Media & TV
313,সমারোহের সঙ্গে মুর্শিদাবাদ মেডিক্যাল কলেজের নবম প্রতিষ্ঠা বার্ষিকী পালিত হল। MurshidabadMedicalCollege FoundationDay NationalHealthMission soumitramohan https://t.co/mD22GHupKF,bn,Journalism & Media,Print Media & TV
314,Great Indian Bustard unphased by a herd of Blackbuck:  http://t.co/JabfrhIfYD,en,Wildlife and Vegetation,Save the Great Indian Bustard
315,@my_rajasthan Ranthambore National Park ?,en,Wildlife and Vegetation,Ranthambore National Park
316,#BoycottChina until they stop using #Tigers for wine and medicine! #SaveTigers  https://t.co/sJ0tx7Q0no  https://t.co/gKWv1KuvV7,en,Wildlife and Vegetation,Save Tiger Project
317,400+ Films 3 National Film Awards 7 State Film Awards 11 Kerala Film Critics Awards Honoured with the Padma Shri   In a career spanning across 50 Years..!  മമ്മുക്ക 😘❤️ #50YearsOfMammoottysm #GoldenAnniversary #50GoldenYears  https://t.co/Y6chB0YK9m,en,Films and OTT,NationalFilmAwards
318,"Best Wildlife Tourism Destinations in India rajasthan wildlife ...: Best Wildlife Tourism Destinations in India,...  http://bit.ly/dSjdyq",en,Wildlife and Vegetation,Wildlife Tourism and Heritage
319,"1000 Years Old Sculpture of Woman Writing Letter , Khajuraho ( m.p.)  #WomensDay  #InternationalWomensDay  https://t.co/yh93lh4BSm",en,Art and Literature,Forms of Indian Art
320,"Golden-orange infusion with orange blossom honey aroma, taste is smooth and refreshing   Grown in the elevation of 1850m above sea level in the hills of Nilgiri region, in southern India. The Coonoor tea garden ranks amongst the oldest in Nilgiri region.  https://t.co/qEAIviPZjr",en,Wildlife and Vegetation,Nilgiri National Park
321,जो जो इस ट्वीट को रिट्वीट करें उसे सब फोलो करें और ईमानदारी कायम रहे #MSP_पर_कानून_कब_बनेगा  #MSP_पर_कानून_कब_बनेगा  #FarmersProtest  #FarmersProtest  Follow me 👉 @Priyanka_194,hi,Politics,Farmer Agitation
322,Mural fun at #NYGH Open House today.  #colourfingbook #Weekends #Singapore #murals  https://t.co/TLdlGruSCE,en,Art and Literature,Forms of Indian Art
323,"Jaipur Literature Festival comes to #Belfast!  A fantastic opportunity to showcase the rich literary and cultural scene on the islands of Ireland and Britain, and to bring exciting Indian authors to a new audience @SanjoyRoyTWA @ArtsCouncilNI #JLFBelfast2019",en,Art and Literature,Book Fairs
324,Corbett National Park Nanital #landscape #photo #image #photography #nature #travel #art #beinspired #sky #sunrise…  https://t.co/GHOw1491az,da,Wildlife and Vegetation,Corbett National Park
325,Sorry we could not witness bumraah masterclass,en,Sports,Olympics
326,"@ACTFibernet @ACTBangalore  You say, that you arer 1 of the leading ISPs in India, but why are you misleading the customers. The internet connection at my place is pathetic and no matter the amount of calls made to CC,",en,Films and OTT,OTT Voicecalling
327,ପ୍ରଧାନମନ୍ତ୍ରୀ ଶ୍ରୀଯୁକ୍ତ @narendramodi ଜୀ ଙ୍କ ନେତୃତ୍ବରେ ସଶକ୍ତ ହେଉଛନ୍ତି ଦେଶର ମେରୁଦଣ୍ଡ କୃଷକ। ମିଶନ ହନି ବି ମାଧ୍ୟମରେ ଭାରତୀୟ କୃଷକ ଙ୍କ ୭୦୦କୋଟି ଟଙ୍କା ର ମହୁ ବିଦେଶକୁ ରପ୍ତାନି କରାଯାଇଛି। #ModiwithFarmer #NarendraModi  #MissonHoneyBee #BJP4India  https://t.co/0QyQS3DEGB,or,Journalism & Media,Social Movements and News
328,#Assam #Kaziranga national park back! ❤❤  https://t.co/9PZVUb0psa,en,Wildlife and Vegetation,Kaziranga National Park
329,Thanks for sharing #BlrLitFest   https://t.co/C0QAIPJijL,en,Art and Literature,Literature festivals
330,"Dear @DishTV_India  किती कॉल करणार आहात उगीच, नाही करायच आहे मला रिचार्ज. चक्रीवादळ येऊन गेल्यापासून अजून लाइट धड आलेली नाही, वादळात उडून गेलेली डिश अजून मिळालेली नाही आणि आता तर दिवसरात्र पाऊस पडतोय . जेव्हा सगळ्या गोष्टी सुरळीत होतील तेव्हा करू रिचार्ज जिवंत आहोत आम्ही😐",mr,Natural Disaster,Cyclone
331,"REQUEST @arashi5official @MTV #FridayLivestream   Their songs are so beautiful, both in harmony and unison.  𖤣：：：𓅫：：：𖤣 A・RA・SHI / Lotus One Love : Reborn ARASHI",en,Sports,Pro Kabaddi League (PKL)
332,@MSinghBJP . @Gajjusay Demands Ban On Amazon &amp; Tandav  #सॉरी_नहीं_गिरफ्तारी. @Gajjusay Demands Ban On Amazon &amp; Tandav  #सॉरी_नहीं_गिरफ्तारी. @Gajjusay Demands Ban On Amazon &amp; Tandav  #सॉरी_नहीं_गिरफ्तारी,en,Films and OTT,OTTCensorship
333,"बात स्पष्ट है, पेगासस स्पाइवेयर गैरकानूनी है और गोपनीयता का उल्लंघन है।   इसलिए सुप्रीम कोर्ट द्वारा लिया गया कोई भी निर्णय लोगों के अधिकारों और लोकतंत्र के मूल सिद्धांतों के प्रति संवेदनशील होगा।  PM या HM, दोषी पाए जाने पर कड़ी से कड़ी सजा मिलनी चाहिए।  #PegasusSnoopgate",hi,Politics,Pegasus Snooping
334,@globaltimesnews Atleast have some life and show India with right animal.... Tiger even in drawing whether you choose Tiger or elephant any one of them can crush your little lazy panda in a minute same goes for your dumb ass army.....,en,Wildlife and Vegetation,Save Elephants
335,"RT kansal15 ""RT wiavastukala: Mkumarmaggavi DalrympleWill ReclaimTemples vajrayudha11 PraveenMohanET davidfrawleyved IndianInterest Bandhavgarh national park, Madhya Pradesh! Treasure trove of ancient monuments.""",ro,Wildlife and Vegetation,Bandhavgarh National Park
336,@StrayKidsTrends @Stray_Kids TWENTY SKZ SORRY I LOVE YOU  #UnveilTrack_SorryILoveYou @Stray_Kids  #StrayKids #스트레이키즈 #NOEASY #소리꾼 #Thunderous,en,Films and OTT,StarKids
337,"@sawerapasha Kpl to business ha Pakistan k kia taluk. Haha or ipl to earning se charity karta ha, Kpl ko cover kiya to YouTube family naraz ho jaygi. So disappointed hum log kitna niche gir rhe hn kuch time pehle hun kehte the bcci ab icc ko control krta but ab hamre YouTubers ko bhi krta hai",en,Sports,Indian Premier League (IPL)
338,@desi_thug1 Gulab jamun anytime,en,FOOD,Indian desserts
339,"@SasuSosluTon @sasuseafood Dear friend, We are from india, we are skip jack tuna seafood supplier, I send email to you, it is returned.  I try for by telephone, nobody pick up, our email: ifcind@gmail.com , Skype: ifcind.     WhatsApp:+919995728678 Once see this message reply by email or WhatsApp, thanks",en,Films and OTT,OTT Voicecalling
340,Maruti Suzuki Cars And Tata Cars Dealers In Faridabad:  http://bit.ly/hWD64Z,et,Manufacturing,Automobile Manufacturing
341,प्राकृतिक संसाधनों का सीमित उपयोग और सभी जीव-प्राणियों के प्रति दया और उदारता की भावना रखते हुए हम जैव-विविधता का संरक्षण कर सकते हैं। #BiodiversityDay2021  https://t.co/hWPkY1HeLH,hi,Wildlife and Vegetation,all_conservation
342,Xiaomi to Eye on Manufacturing from India @ELETimes  #ConsumerElectronics,en,Manufacturing,Electronics and electrical manufacturing
343,🌳 🍁International Day of Forests 🍂🌲 The 2021 theme is Forest restoration: a path to recovery &amp; well-being.  We recognise our industry uses a lot of paper.  For every photocopier we sell we plant a tree! #WorldForestDay #trees #careforourplanet #youprintweplant #ApexAction  https://t.co/nuhIVDw3Wv,en,Wildlife and Vegetation,Restoration
344,"Indonesia ora po?RT @World_Wildlife: India, Pakistan, Bangladesh & Nepal among most at risk countries from climate change #world_wildlife",en,Wildlife and Vegetation,climate change(wildlife)
345,@Cringedboy__ @im_aathmika Hello friend how are you welcome to Ooty Tamilnadu I'm KRISHNA SRI krishna real estate kotagiri Nilgiri dt Tamilnadu India 9843661315  https://t.co/SujgB0WjnK,en,Wildlife and Vegetation,Nilgiri National Park
346,@outsoldurfaves what's mirchi award,en,Films and OTT,mirchi_awards
347,Test,en,Wildlife and Vegetation,Nanda Devi National Park
348,@JohnRentoul @jon_trickett A chief political commentator would have known better. I can only suspect nepotism got you where you are Mr Rentoul.,en,Films and OTT,Nepotism in Film Industry
349,@qureshizain I don’t think this gentleman needs education. Neither do the people who liked and retweeted this. The problem is intolerance and being ok with difference of opinion. Is the education system responsible for producing intolerance?  https://t.co/YME961mX4N,en,Education,Education System
350,India has lost 367 square kilometers of forest cover in the past two years. Jayanthi Natarajan achievement.,en,Wildlife and Vegetation,Forest Cover
351,"While India reports a stable forest cover, changes in forests such as poor tree regeneration caused by human over-use, climate change and forest management practices are widespread and overlooked. #Commentary #Forests #Trees   https://t.co/jnpjCWcdoo",en,Wildlife and Vegetation,Forest Cover
352,"A welcome move by FSSAI, this was needed long back. But what concerns me is the scrutiny itself. Given the level of #corruption we have in the country, if there are no set guidelines and transparent rating mechanisms in place, rest… https://t.co/ITEyGHYkkn  https://t.co/RFadiSZpC7",en,FOOD,Food security
353,#tiger🐯   #rajasthanwildlife  #savetheforest  #shubhomyjpr  #saveforest  #savetigers  #tiger🐯  #tiger  #wildanimalsphotography  #wildanimals  #rajasthanpatrika  https://t.co/vZ3KrumYWI,und,Wildlife and Vegetation,Save Tiger Project
354,He nailed it !!! #FarmersProtest,en,Politics,Farmer Agitation
355,Gostei de um vídeo @YouTube  https://t.co/bDXjGUJwjs Attacking Elephant At Bandhavgarh National Park,da,Wildlife and Vegetation,Bandhavgarh National Park
356,"Culture and wildlife Tour India,Cultural Tourism India,Wildlife India  http://t.co/xuipwTCI",en,Wildlife and Vegetation,Wildlife Tourism and Heritage
357,Do they have any right to continue on their job just because there is no exams conducted in literal sense by any authority? #PMCBankCrisis couldn't be sorted out by @DasShaktikanta @RBI @nsitharaman @AmitShah why can't govt infuse funds for revival against pledged properties.,en,Education,Exams
358,"Until you arrest nepotism in state organs, you will always have corruption.",en,Films and OTT,Nepotism in Film Industry
359,"@EduMinOfIndia @cbseindia29 @narendramodi @PMOIndia @dpradhanbjp @Annapurna4BJP @Drsubhassarkar @RanjanRajkuma11 @PIB_India @PIBHRD @mygovindia @DDNewslive 100 percent partiality in marks distribution by private schools, marks have been either purchased by money or gifted by nepotism",en,Films and OTT,Nepotism in Film Industry
360,"💚 6 Eco-Friendly Cleaning Products For The Home In India  👉 Read more:  https://t.co/xJOx13KwpX  ✅ Eco-friendly cleaners are safe for you and the environment, too.   #ecofriendly #green #natural #herbal",en,ENVIRONMENT,Eco Friendly
361,#NayaRaipur is India's eco-friendly city with world-class infrastructure. #SmartCityNayaRaipur #NRDA,en,ENVIRONMENT,Eco Friendly
362,"@rssurjewala Shit your mouth. I've seen cost of petrol beyond 85₹/L during @INCIndia. @BJP4India have told that #RamMandir, #Article370, #TripleTalaq will be resolve and they done it. Taking such types of decisions is impossible for @INCIndia government.",en,Journalism & Media,Policy and Trends
363,Police in Masinagudi: Punish those who abused and tortured the elephant in Tamil Nadu and ki...  https://t.co/Ycac29AlFX via @ChangeOrg_India,en,Wildlife and Vegetation,Save Elephants
364,@thelittlepakeha @runningwhio I remember reading about a Tiger called 'Ghengis' who used to attack alligators in Ranthambore national park.,en,Wildlife and Vegetation,Ranthambore National Park
365,"Travel #Ooty the famous hill station, Lying in the Nilgiri Mountains in South India  http://t.co/Gu8aLwRP.",en,Wildlife and Vegetation,Nilgiri National Park
366,@tjukanov #30DayMapChallenge Day 21-Environment #india State &amp; UT wise forest cover change 2015-2017 @DataPortalIndia #kml @googleearth using #fme  @SafeSoftware red icons are to watch for depleting #forest cover  https://t.co/voZ6fihH5y,en,Wildlife and Vegetation,Forest Cover
367,"There are 43 critically polluted industrial clusters in India. Subsequent to EIA 2006, level of pollution has only increased in these clusters. Hence, any subsequent EIA notification should strengthen the legislation, not weaken it. @moefcc #WithdrawEIA2020 #IndiaNotForSale",en,ENVIRONMENT,Pollution
368,@narendramodi ji People of India gave full majority to you back in 2014 and 2019 not bcoz of your Secularism but bcoz of your ability to deal with Jihadis  We want Vintage Modi back not this secular n conservative Modi  #नींद_से_जागो_अमित_शाह_जी #BengalElection2021 #Bengal,en,Politics,"West Bengal Elections, 2021"
369,@DrissteeCh 24 hrs  monitor ki na maine baat ki hain .. aur na hi main kisibhi insaan se yeh expect karne ka right rakhti hoon  I just wished... Ki jaise unke birthday videos aaye the ... Ya mirchi awards k night pe pictures aaye the Waisa kuch khair not only u bohot log aaye mere cs pe IDC.,en,Films and OTT,mirchi_awards
370,"""In our Nation tension free activities are @journilists @politicians making life of all @Indians miserable""16 year old IIT aspirant commits suicide – 13th student suicide from Kota this year  https://t.co/nCUZZbUZ2k",en,Education,IIT
371,@zomato No,und,FOOD,Online food delivery
372,this is the most fucked up apex season ever. they cant screw it up any worse.,en,Films and OTT,StarKids
373,@naliisaa okey kaa,tl,Sports,Pro Kabaddi League (PKL)
374,Dr @Swamy39           An atomic device got lost at Nanda Devi and continues to be missing  https://t.co/aaX2HNji44 via @economictimes,en,Wildlife and Vegetation,Nanda Devi National Park
375,All exam should be conduct on time and result should declare soon#boycottsscchairman,en,Education,Exams
376,@boxervijender Waise mirchi kyu lag rhi hai? Agar ek Legendary Sports Person ke name pe sports award ka name rkha gya to? 🤔 You should be proud of this decision naa because aap sports background se aate ho ya islye mirchi lagi ki Rajiv Gandhi ka name badal diya 🤣🤣 #burnolmoment 🤣🤣  https://t.co/2gu6LsepAa,en,Films and OTT,mirchi_awards
377,"'The earth is the grandest of living things, and with it we are linked…' Milagres - Nanda Devi  http://t.co/SYNxdnMo   http://t.co/LeVkwrXf",en,Wildlife and Vegetation,Nanda Devi National Park
378,"Kita bertengkar aja yuukk, bosen baikan terus.",in,Education,IIT
379,#किसान_नहीं_भाजपा_मवाली This govt is still trying to defame the hardworking farmers and labours of this country.Modi &amp; Shah have crossed all limits and they are acting as a dictatorial regime..Now we all need to be united and throw BJP out of power ASAP. #FarmersProtest @advocate,en,Politics,Farmer Agitation
380,COVAXIN 2nd dose 600040 30-06-2021 20 slots Chennai at Apollo Fertility,en,R&D and Technology,Health-Tech and Medical Innovations
381,Bharti seeks active participation of MPs for 'Namami Gange' programme's success...  https://t.co/9dXzqXDNOE,en,Wildlife and Vegetation,River Rejuvenation
382,"Morning wishes all 🙏🏻🙏🏻☺️☺️  Allow……….Life to Love you.  . . 📸 by me - Elephants, while driving through the jungles of Bandipur, Karnataka, India. A quick click as we slowly crawl by, without disturbing them.  #tuesdaymorning #traveldiaries  https://t.co/2px8RATwrO",en,Wildlife and Vegetation,Save Elephants
383,Now @ chennai book fair with birthday boy Saravanan...,en,Art and Literature,Book Fairs
384,"@SanjayJhaBihar @NitishKumar @tourismgoi Hopefully, VTR would become a brand as big as Kaziranga national park, Kanha tiger reserve and Sunderbans in the years to come .",en,Wildlife and Vegetation,Kaziranga National Park
385,The #Odisha government has asked its Water Resources Department to prepare an action plan for strengthening the saline and flood embankments on the coastline in one month.  https://t.co/2IruxeDniI,en,Natural Disaster,Flood
386,"Reason No. 825 to reject LibCons at the polls: neoliberal economics these parties of genocide are committed to revolves entirely around extractivism, secrecy, and cronyism/ nepotism. White Knight, Corporate Knight, or Club Member— ruling class interests served whether red or blue",en,Films and OTT,Nepotism in Film Industry
387,"Respected friends,  I am happy to announce that Turnover of my company is equal to Maruti Suzuki, Tata Motors, Hyundai for the month of April 2020  Be Positive....馃榾馃槀馃ぃ",en,Manufacturing,Automobile Manufacturing
388,"@NetflixIndia Please add ""Cowboy Bebob"" anime series in your platform.",en,Films and OTT,"OTT platforms such as Netflix, Amazon Prime Video, etc"
389,@callmearsh @zomatocare @zomato Now I am feeling better 😊 I am not the only victim it seems 🤧,en,FOOD,Online food delivery
390,ขอบคุณนะคนดี ที่คอยดูแลทุกคำ่คืน,th,R&D and Technology,Health-Tech and Medical Innovations
391,@shehuary Haaye kaas sch ho  tere muuh m kaju katli,et,FOOD,Indian desserts
392,Nilgiri's to touch 1000 stores in 3 years @fg_buzz. Hear #Retail #BrandBuilding strategies Sep21-22 @IRFindia  https://t.co/PoY7BJDGna,en,Wildlife and Vegetation,Nilgiri National Park
393,"@punyaaistic Hii, im gulabjamun😚",in,FOOD,Indian desserts
394,Barbara London at Kochi-Muziris Biennale  https://t.co/XCbEaQ00aF #KMB2012,ht,Art and Literature,Art festivals
395,India - World Lion Day: Lakhs march through villages to create awareness about wildlife conservation in Gujarat...  https://t.co/1t4bF1TF0V,en,Wildlife and Vegetation,all_conservation
396,@Airtel_Presence By when do you expect the closure. It was raised on 10th and should be closed by 12th.. today is 14th.,en,R&D and Technology,Mobile Technology
397,Baby Rhino Found On His Own In India's Kaziranga National Park  http://t.co/ybXHdx2Q7W,en,Wildlife and Vegetation,Kaziranga National Park
398,Takboleh susah lagi ke soalan exam 😌😌😌,in,Education,Exams
399,"manufacturing and maintenance in Chennai, TN, 600099, India: diploma electrical, tyres, eee, tyre  http://t.co/axr7zQxmax",ro,Manufacturing,Electronics and electrical manufacturing
400,बाढ़- डैम में डूबने से दो बच्चे की मौत  आक्रोशित ग्रामीणों ने NH-31 किया जाम  मुआवजे की मांग को लेकर कर रहे प्रदर्शन एनटीपीसी थाना क्षेत्र की घटना,hi,Natural Disaster,Flood
401,"@news4nations @MLANirajBablu @BJP4Bihar @premranjanpatel @renu_bjp @Jduonline @sanjayjaiswalMP @NitishKumar @AshokChoudhaary @sumit4chakai @mangalpandeybjp नीरज कुमार बबलू जी को पर्यावरण वन तथा जलवायु परिवर्तन विभाग के मंत्री होने के नाते ज्यादा चिंता करने की कोई बात नही है । लालू प्रसाद यादव, सुशील कुमार मोदी और नीतीश कुमार जी के द्वारा इस विभाग मे अवैध नियुक्त और प्रोन्नत पदाधिकारियों के फौज दे रखे है । आंख दिखाने भर के देर है",hi,Wildlife and Vegetation,climate change(wildlife)
402,it,[],Manufacturing,Steel Manufacturing
403,@supriyantoNR : oke,und,Wildlife and Vegetation,Nanda Devi National Park
404,"@stephen_taylor This just in-Himalayas Visible for First Time in 30 Years From Some Parts of India. In other news - CALGARY has never lost site of the Rockies, unless there are pollution free clouds in the way.  And we are the bad guys???",en,ENVIRONMENT,Pollution
405,#kgaf2020 #video @ Kala Ghoda Arts Festival  https://t.co/wWH1yysP9u,und,Art and Literature,Art festivals
406,Sudarshan Shetty curator of third edition of Kochi-Muziris Biennale:  http://t.co/99OF3C4dn5 via @YouTube,en,Art and Literature,Art festivals
407,@MeesterZwart @elonmusk @truth_tesla Just think about pre Tesla. Noone gave a fuck about the environment.  Rockets are such a minor percentage to pollution that its not even worth bringing it up and its the only possible way to bring stuff into orbit.,en,ENVIRONMENT,Pollution
408,"TRAI, Ministry of Communications, Ministry of Electronics and Information Technology, Digital India : Call to Improve Internet Speed and Reliability in India - Sign the Petition!  https://t.co/H3FUkkN970 via @ChangeOrg_India",en,Films and OTT,OTT Voicecalling
409,"""Education system nowadays Is tarah to ho gaya Bharat Nirman ? Kya #acchedinaanewalehai ?  http://t.co/hHnMuVVliJ""",en,Education,Education System
410,"Ada yg memborong makanan PKL untuk membangkitkan ekonomi,ada juga yg membantu penyembuhan  Bismillahirrahmanirrahim segala usaha Bapak @ganjarpranowo beserta Para Mahasiswa membuahkan hasil terbaik. Aamiin",in,Sports,Pro Kabaddi League (PKL)
411,"@meetume2 @TataMotors sir i have  a query how is the after sales service of TATA?,i heard its not that good compared to that of  maruti suzuki",en,Manufacturing,Automobile Manufacturing
